school_number,school_name,high_school,middle_school,elementary_school
4724,Chestnut Hill El Sch,0,0,1
5329,Grandview El Sch,0,0,1
4954,James S Wilson MS,0,1,0
8071,McDowell HS,1,0,0
2059,Tracy El Sch,0,0,1
7384,Walnut Creek MS,0,1,0
2062,Westlake MS,0,1,0
1793,Lenkerville El Sch,0,0,1
6682,Millersburg Area MS,0,1,0
1794,Millersburg Area SHS,1,0,0
7064,Millville Area El Sch,0,0,1
1623,Millville Area JSHS,1,0,0
5353,James F Baugher El Sch,0,0,1
6863,Milton Area MS,0,1,0
3541,Milton HS,1,0,0
3537,White Deer El Sch,0,0,1
4836,Early Childhood Edu Ctr,0,0,1
6699,Minersville Area El Ctr,0,0,1
6583,Minersville Area JSHS,1,0,0
7108,Mohawk El Sch,0,0,1
8404,Mohawk JHS,1,0,0
2686,Mohawk SHS,1,0,0
6635,Mon Valley CTC,0,0,1
4444,Monessen El Ctr,0,0,1
7399,Monessen MS,0,1,0
6181,Monessen SHS,1,0,0
6605,Dassa McKinney El Sch,0,0,1
1164,Moniteau JSHS,1,0,0
6674,Monroe Career & Tech Inst,0,0,1
7800,Montessori Regional CS,1,0,0
3039,Montgomery El Sch,0,0,1
3040,Montgomery JSHS,1,0,0
0,Montgomery County IU 23,0,0,1
8177,David E Williams MS,0,1,0
8418,Montour El Sch,0,0,1
5017,Montour HS,1,0,0
5343,C E McCall MS,0,1,0
3044,Loyalsock Valley El Sch,0,0,1
3042,Lyter El Sch,0,0,1
3045,Montoursville Area SHS,1,0,0
5354,Choconut Valley El Sch,0,0,1
6421,Lathrop Street El Sch,0,0,1
4044,Montrose Area JSHS,1,0,0
240,Bon Meade El Sch,0,0,1
7441,J H Brooks El Sch,0,0,1
8347,J.A. Allard El Sch,0,0,1
7952,McCormick El Sch,0,0,1
8253,Moon Area Lower MS,0,1,0
8254,Moon Area Upper MS,0,1,0
4951,Moon SHS,1,0,0
8370,Richard J. Hyde El Sch,0,0,1
8112,Grandview El Sch,0,0,1
8381,Morrisville HS,1,0,0
8380,Morrisville Intermediate Sch,0,0,1
6929,Moshannon Valley El Sch,0,0,1
1550,Moshannon Valley JSHS,1,0,0
7498,Mount Carmel Area El Sch,0,0,1
6936,Mount Carmel Area HS,1,0,0
8135,Mount Carmel Area JH,0,0,1
4454,Donegal El Sch,0,0,1
4458,Mount Pleasant Area HS,1,0,0
7791,Mount Pleasant Area JHS,1,0,0
4455,Norvelt El Sch,0,0,1
4457,Ramsay El Sch,0,0,1
2297,Mount Union Area JHS,1,0,0
7944,Mount Union Area SHS,1,0,0
7733,Mount Union-Kistler El Sch,0,0,1
2291,Shirley Twp El Sch,0,0,1
7339,Mountain View El Sch,0,0,1
4049,Mountain View JSHS,1,0,0
249,Foster El Sch,0,0,1
251,Hoover El Sch,0,0,1
248,Howe El Sch,0,0,1
250,Jefferson El Sch,0,0,1
7535,Jefferson MS,0,1,0
246,Lincoln El Sch,0,0,1
247,Markham El Sch,0,0,1
7534,Mellon MS,0,1,0
254,Mt Lebanon SHS,1,0,0
245,Washington El Sch,0,0,1
8006,C E Cole Intermediate Sch,0,0,1
4919,Muhlenberg El Ctr,0,0,1
6610,Muhlenberg HS,1,0,0
827,Muhlenberg Jr MS,0,1,0
7546,Multicultural Academy CS,1,0,0
3048,Muncy JSHS,1,0,0
3047,Ward L Myers El Sch,0,0,1
8054,Kenneth N Butz Jr El Sch,0,0,1
8055,Lower Nazareth El Sch,0,0,1
3495,Nazareth Area HS,1,0,0
8053,Nazareth Area Intermediate Sch,0,0,1
3494,Nazareth Area MS,0,1,0
8056,Shafer El Sch,0,0,1
5154,Buck El Sch,0,0,1
7128,Hoover El Sch,0,0,1
1069,Joseph E Ferderbar El Sch,0,0,1
7380,Maple Point MS,0,1,0
1071,Miller El Sch,0,0,1
6455,Neshaminy HS,1,0,0
1077,Poquessing MS,0,1,0
1076,Sandburg MS,0,1,0
1072,Schweitzer El Sch,0,0,1
8374,Tawanka El Sch,0,0,1
2689,Neshannock JSHS,1,0,0
2688,Neshannock Memorial El Sch,0,0,1
6720,New Brighton Area El Sch,0,0,1
695,New Brighton Area HS,1,0,0
694,New Brighton Area MS,0,1,0
8319,Harry W Lockley Early Learning Center,1,0,0
8284,New Castle JHS,1,0,0
2704,New Castle SHS,1,0,0
7164,Washington Intrmd Sch,0,0,1
7762,New Day CS,1,0,0
7649,New Foundations CS,1,0,0
1084,New Hope-Solebury HS,1,0,0
1082,New Hope-Solebury Lower El Sch,0,0,1
7561,New Hope-Solebury MS,0,1,0
7830,New Hope-Solebury Upper El Sch,0,0,1
8321,Berkey Sch,0,0,1
4466,Martin Sch,0,0,1
8322,Roy A. Hunt El Sch,0,0,1
8323,Valley JSHS,1,0,0
5260,Newport El Sch,0,0,1
7930,Newport HS,1,0,0
7931,Newport MS,0,1,0
7566,Nittany Valley CS,1,0,0
3263,Cole Manor El Sch,0,0,1
3265,East Norriton MS,0,1,0
3321,Eisenhower MS,0,1,0
5080,Gotwals El Sch,0,0,1
3318,Hancock El Sch,0,0,1
3408,Marshall Street El Sch,0,0,1
6729,Norristown Area HS,1,0,0
5253,Paul V Fly El Sch,0,0,1
8313,Ray S. Musselman Learning Center,1,0,0
6998,Roosevelt Campus of the Norristown Area,0,0,1
3320,Stewart MS,0,1,0
7364,Whitehall El Sch,0,0,1
263,Bradford Woods El Sch,0,0,1
5108,Carson MS,0,1,0
265,Franklin El Sch,0,0,1
6603,Hosack El Sch,0,0,1
266,Ingomar El Sch,0,0,1
270,Ingomar MS,0,1,0
7346,Marshall El Sch,0,0,1
7379,Marshall MS,0,1,0
268,McKnight El Sch,0,0,1
8305,North Allegheny HS,1,0,0
269,Peebles El Sch,0,0,1
7151,North Central Secure Trmnt Unt,0,0,1
5139,North Clarion Co El Sch,0,0,1
1489,North Clarion Co JSHS,1,0,0
4946,Earle C Davis Primary,0,0,1
6145,North East HS,1,0,0
6144,North East Intrmd El,0,0,1
7360,North East MS,0,1,0
8142,Highcliff El Sch,0,0,1
8052,McIntyre El Sch,0,0,1
6106,North Hills MS,0,1,0
7101,North Hills SHS,1,0,0
291,Ross El Sch,0,0,1
290,West View El Sch,0,0,1
4958,North Montco Tech Career Center,1,0,0
7406,Bridle Path El Sch,0,0,1
6907,General Nash El Sch,0,0,1
7314,Gwynedd Square El Sch,0,0,1
4831,Gwyn-Nor El Sch,0,0,1
5344,Hatfield El Sch,0,0,1
3379,Inglewood El Sch,0,0,1
3309,Knapp El Sch,0,0,1
3275,Kulp El Sch,0,0,1
4830,Montgomery El Sch,0,0,1
5345,North Penn SHS,1,0,0
3325,North Wales El Sch,0,0,1
3280,Oak Park El Sch,0,0,1
3322,Pennbrook MS,0,1,0
3324,Penndale MS,0,1,0
3323,Pennfield MS,0,1,0
7407,Walton Farm El Sch,0,0,1
3278,York Avenue El Sch,0,0,1
8097,Jefferson El Sch,0,0,1
8098,Moscow El Sch,0,0,1
2446,North Pocono HS,1,0,0
8099,North Pocono Intmd Sch,0,0,1
5233,North Pocono MS,0,1,0
7950,North Schuylkill Elem Sch,0,0,1
3883,North Schuylkill JSHS,1,0,0
4837,North Star Central El Sch,0,0,1
7259,North Star East MS,0,1,0
3988,North Star HS,1,0,0
7430,Colonel John Siegfried El Sch,0,0,1
5062,George Wolf El Sch,0,0,1
3499,Lehigh El Sch,0,0,1
3500,Moore El Sch,0,0,1
3505,Northampton Area HS,1,0,0
5258,Northampton Area MS,0,1,0
5209,Northeast Bradford El Sch,0,0,1
964,Northeast Bradford JSHS,1,0,0
0,Northeastern Educational IU 19,0,0,1
4572,Conewago El Sch,0,0,1
7375,Mt Wolf El Sch,0,0,1
4578,Northeastern MS,0,1,0
4577,Northeastern SHS,1,0,0
5272,Orendorf El Sch,0,0,1
7962,Shallow Brook Inter Sch,0,0,1
7644,Spring Forge Intrd Sch,0,0,1
4576,York Haven El Sch,0,0,1
7167,Northern Bedford Co El Sch,0,0,1
8436,Northern Bedford County HS,1,0,0
8435,Northern Bedford County MS,0,1,0
6859,Northern Cambria El Sch,0,0,1
6201,Northern Cambria HS,1,0,0
6860,Northern Cambria MS,0,1,0
2758,East Hanover El Sch,0,0,1
2755,Fredericksburg El Sch,0,0,1
2757,Jonestown El Sch,0,0,1
2756,Lickdale El Sch,0,0,1
8310,Northern Lebanon MS,0,1,0
2760,Northern Lebanon SHS,1,0,0
6829,Northern Lehigh MS,0,1,0
2818,Northern Lehigh SHS,1,0,0
2813,Peters El Sch,0,0,1
6727,Slatington El Sch,0,0,1
6931,Northern Potter Childrens Sch,0,0,1
3875,Northern Potter JSHS,1,0,0
6908,Northern Tier Career Center,1,0,0
6371,Clark Wood El Sch,0,0,1
4058,Cowanesque Valley JSHS,1,0,0
4060,Russell B Walter El Sch,0,0,1
4057,Westfield Area El Sch,0,0,1
6373,Williamson SHS,1,0,0
6816,Northern Westmoreland CTC,0,0,1
4579,Dillsburg El Sch,0,0,1
4581,Northern El Sch,0,0,1
6345,Northern HS,1,0,0
6346,Northern MS,0,1,0
7572,South Mountain El Sch,0,0,1
4580,Wellsville Campus,0,0,1
30,Avalon El Sch,0,0,1
6977,Bellevue El Sch,0,0,1
53,Northgate MSHS,1,1,0
6353,Northumberland County CTC,0,0,1
2958,Northwest Area HS,1,0,0
2955,Northwest Area Intermediate Sch,0,0,1
2956,Northwest Area Primary Sch,0,0,1
0,Northwest Tri-County IU 5,0,0,1
6449,Northwestern Lehigh El Sch,0,0,1
2821,Northwestern Lehigh HS,1,0,0
7353,Northwestern Lehigh MS,0,1,0
2819,Weisenberg El Sch,0,0,1
5144,Northwestern El Sch,0,0,1
6146,Northwestern MS,0,1,0
6745,Northwestern SHS,1,0,0
2070,Springfield El Sch,0,0,1
7856,Northwood Academy CS,1,0,0
8101,Hahntown El Sch,0,0,1
7758,Hillcrest Intermediate Sch,0,0,1
4482,Norwin MS,0,1,0
4717,Norwin SHS,1,0,0
7757,Sheridan Terrace El Sch,0,0,1
5270,Stewartsville El Sch,0,0,1
7716,Sunset Valley El Sch,0,0,1
1414,Octorara Area JSHS,1,0,0
1413,Octorara El Sch,0,0,1
8004,Octorara Intermediate Sch,0,0,1
7656,Octorara Primary LC,0,0,1
4115,Hasson Heights Sch,0,0,1
7215,Oil City Area MS,0,1,0
4931,Oil City SHS,1,0,0
8235,Seventh Street Sch,0,0,1
4116,Smedley Street Sch,0,0,1
2448,Old Forge El Sch,0,0,1
2449,Old Forge JSHS,1,0,0
7378,Oley Valley El Sch,0,0,1
6319,Oley Valley MS,0,1,0
6318,Oley Valley SHS,1,0,0
3876,Oswayo Valley El Sch,0,0,1
3877,Oswayo Valley HS,1,0,0
7753,Oswayo Valley MS,0,1,0
3106,Otto-Eldred El Sch,0,0,1
3107,Otto-Eldred JSHS,1,0,0
7304,East Coventry El Sch,0,0,1
7198,East Vincent El Sch,0,0,1
7197,French Creek El Sch,0,0,1
6487,North Coventry El Sch,0,0,1
1406,Owen J Roberts HS,1,0,0
5010,Owen J Roberts MS,0,1,0
7994,West Vincent El Sch,0,0,1
8063,Elk Ridge School,0,0,1
8064,Hopewell El Sch,0,0,1
6624,Jordan Bank Sch,0,0,1
6623,Nottingham Sch,0,0,1
1420,Oxford Area HS,1,0,0
1418,Penn's Grove Sch,0,0,1
7063,Durham-Nockamixon El Sch,0,0,1
1094,Palisades HS,1,0,0
7312,Palisades MS,0,1,0
1091,Springfield El Sch,0,0,1
6456,Tinicum El Sch,0,0,1
4734,Palmerton Area HS,1,0,0
7140,Palmerton Area JHS,1,0,0
7993,Parkside Education Center,1,0,0
7172,S S Palmer El Sch,0,0,1
1319,Towamensing El Sch,0,0,1
2761,Forge Road El Sch,0,0,1
8157,Lingle Avenue El Sch,0,0,1
8162,Northside El Sch,0,0,1
2765,Palmyra Area MS,0,1,0
2766,Palmyra Area SHS,1,0,0
2764,Pine Street El Sch,0,0,1
7985,Pan American Academy CS,1,0,0
1322,Panther Valley El Sch,0,0,1
8349,Panther Valley Intermediate Sch,0,0,1
8348,Panther Valley JSHS,1,0,0
2824,Cetronia Sch,0,0,1
4672,Fogelsville Sch,0,0,1
8141,Fred J. Jaindl El Sch,0,0,1
2823,Ironton Sch,0,0,1
6801,Kernsville Sch,0,0,1
2827,Kratzer Sch,0,0,1
7604,Orefield MS,0,1,0
2829,Parkland HS,1,0,0
2826,Parkway Manor Sch,0,0,1
2825,Schnecksville Sch,0,0,1
7603,Springhouse MS,0,1,0
8474,Veterans Memorial El Sch,0,0,1
5274,Parkway West CTC,0,0,1
8308,Passport Academy CS,1,0,0
6439,Pen Argyl Area HS,1,0,0
3511,Plainfield El Sch,0,0,1
5351,Wind Gap MS,0,1,0
1213,Penn Cambria HS,1,0,0
7139,Penn Cambria Intrmd Sch,0,0,1
6990,Penn Cambria MS,0,1,0
6202,Penn Cambria Pre-Primary,0,0,1
1255,Penn Cambria Primary Sch,0,0,1
8160,Penn Hills CS of Entrepreneurship,1,0,0
5019,Linton MS,0,1,0
8327,Penn Hills El Sch,0,0,1
309,Penn Hills SHS,1,0,0
7141,Central Manor El Sch,0,0,1
2516,Conestoga El Sch,0,0,1
2629,Eshleman El Sch,0,0,1
2626,Hambright El Sch,0,0,1
2627,Letort El Sch,0,0,1
7410,Manor Middle School,0,0,1
2628,Martic El Sch,0,0,1
5238,Marticville MS,0,1,0
2633,Penn Manor HS,1,0,0
2634,Pequea El Sch,0,0,1
1630,Cambridge Springs El Sch,0,0,1
1629,Cambridge Springs JSHS,1,0,0
6137,Maplewood El Sch,0,0,1
6942,Maplewood JSHS,1,0,0
7278,Saegertown El Sch,0,0,1
6136,Saegertown JSHS,1,0,0
1911,Aston El Sch,0,0,1
1910,Coebourn El Sch,0,0,1
5143,Northley MS,0,1,0
1912,Parkside El Sch,0,0,1
5223,Pennell El Sch,0,0,1
1915,Sun Valley HS,1,0,0
1053,Bedminster El Sch,0,0,1
1054,Deibler El Sch,0,0,1
1055,Grasse El Sch,0,0,1
1097,Patricia A Guth El Sch,0,0,1
4681,Pennridge Central MS,0,1,0
1100,Pennridge HS,1,0,0
7957,Pennridge North MS,0,1,0
1099,Pennridge South MS,0,1,0
1098,Sellersville El Sch,0,0,1
1052,Seylar El Sch,0,0,1
7260,West Rockhill El Sch,0,0,1
7028,Penns Manor Area El Sch,0,0,1
2345,Penns Manor Area JSHS,1,0,0
1347,Centre Hall-Potter El Sch,0,0,1
1346,Miles Township El Sch,0,0,1
6847,Penns Valley Area El and Intrmd Sch,0,0,1
6231,Penns Valley Area JSHS,1,0,0
7519,Afton El Sch,0,0,1
7308,Charles H Boehm MS,0,1,0
4853,Edgewood El Sch,0,0,1
1111,Eleanor Roosevelt El Sch,0,0,1
7465,Fallsington El Sch,0,0,1
1109,Makefield El Sch,0,0,1
1107,Manor El Sch,0,0,1
1106,Oxford Valley El Sch,0,0,1
1101,Penn Valley El Sch,0,0,1
4682,Pennsbury HS,1,0,0
1116,Pennwood MS,0,1,0
1102,Quarry Hill El Sch,0,0,1
1112,Walt Disney El Sch,0,0,1
1113,William Penn MS,0,1,0
7650,Pennsylvania Cyber CS,1,0,0
7821,Pennsylvania Distance Learning CS,1,0,0
7819,Pennsylvania Leadership CS,1,0,0
8485,Pennsylvania STEAM Academy CS,1,0,0
7687,Pennsylvania Virtual CS,1,0,0
6185,Harrison Park El Sch,0,0,1
6186,Level Green El Sch,0,0,1
4490,McCullough El Sch,0,0,1
4492,Penn MS,0,1,0
6648,Penn Trafford HS,1,0,0
6187,Sunrise El Sch,0,0,1
7111,Trafford El Sch,0,0,1
6189,Trafford MS,0,1,0
7685,People for People CS,1,0,0
8037,Paradise El Sch,0,0,1
2649,Pequea Valley HS,1,0,0
6300,Pequea Valley Intrmd Sch,0,0,1
2648,Salisbury El Sch,0,0,1
7459,Evergreen El Sch,0,0,1
3328,Perkiomen Valley HS,1,0,0
3326,Perkiomen Valley MS-East,0,1,0
7794,Perkiomen Valley MS-West,0,1,0
7766,Schwenksville El Sch,0,0,1
7554,Skippack El Sch,0,0,1
3327,South El Sch,0,0,1
7770,Perseus House CS of Excellence,1,0,0
7594,Bower Hill El Sch,0,0,1
7393,McMurray El Sch,0,0,1
5083,Peters Twp HS,1,0,0
8488,Peters Twp MS,0,1,0
4255,Pleasant Valley El Sch,0,0,1
7587,Philadelphia Academy CS,1,0,0
7904,Academy at Palumbo,0,0,1
7256,Adaire Alexander Sch,0,0,1
5292,Allen Dr Ethel Sch,0,0,1
3758,Allen Ethan Sch,0,0,1
6823,Amy At Martin,0,0,1
7024,Amy NW,0,0,1
3804,Anderson Add B Sch,0,0,1
3805,Arthur Chester A Sch,0,0,1
8039,Arts Academy at Benjamin Rush,0,0,1
3618,Bache-Martin Sch,0,0,1
6824,Baldi C C A MS,0,1,0
8029,Barry Comm John Sch,0,0,1
3732,Barton Clara Sch,0,0,1
3847,Bartram John - Main,0,0,1
5183,Bethune Mary McLeod Sch,0,0,1
3662,Blaine James G Sch,0,0,1
3663,Blankenburg Rudolph Sch,0,0,1
7070,Bodine William W HS,1,0,0
3620,Bregy F Amedee Sch,0,0,1
3745,Bridesburg Sch,0,0,1
3684,Brown Henry A Sch,0,0,1
6529,Brown Joseph H Sch,0,0,1
3601,Bryant William C Sch,0,0,1
8332,Building 21,0,0,1
7230,Carnell Laura H Sch,0,0,1
7023,Carver HS,1,0,0
7253,Castor Gardens MS,0,1,0
3602,Catharine Joseph Sch,0,0,1
7404,Cayuga School,0,0,1
3848,Central HS,1,0,0
3622,Childs George W Sch,0,0,1
6767,Clemente Roberto MS,0,1,0
3782,Comegys Benjamin B Sch,0,0,1
3760,Comly Watson Sch,0,0,1
7905,Constitution HS,1,0,0
6525,Conwell Russell MS,0,1,0
7239,Cooke Jay MS,0,1,0
5122,Cook-Wissahickon Sch,0,0,1
5123,Cramp William Sch,0,0,1
6996,Creative and Performing Arts,0,0,1
3762,Crossan Kennedy C Sch,0,0,1
3706,Day Anna B Sch,0,0,1
7175,DeBurgos Bilingual Magnet MS,0,1,0
4727,Decatur Stephen Sch,0,0,1
3786,Dick William Sch,0,0,1
3763,Disston Hamilton Sch,0,0,1
3841,Dobbins AVT HS,1,0,0
3726,Dobson James Sch,0,0,1
5040,Duckrey Tanner Sch,0,0,1
3687,Dunbar Paul L Sch,0,0,1
3849,Edison HS/Fareira Skills,1,0,0
3688,Elkin Lewis Sch,0,0,1
3738,Ellwood Sch,0,0,1
3709,Emlen Eleanor C Sch,0,0,1
3642,Fanny Jackson Coppin Sch,0,0,1
7235,Farrell Louis H Sch,0,0,1
7226,Fell D Newlin Sch,0,0,1
3816,Fels Samuel HS,1,0,0
3751,Feltonville Intermediate School,0,0,1
7368,Feltonville Sch of Arts & Sciences,0,0,1
3739,Finletter Thomas K Sch,0,0,1
6913,Fitler Academics Plus,0,0,1
3781,Fitzpatrick Aloysius L Sch,0,0,1
3764,Forrest Edwin Sch,0,0,1
3765,Fox Chase Sch,0,0,1
3803,Frank Anne Sch,0,0,1
3850,Frankford HS,1,0,0
3851,Franklin Benjamin HS,1,0,0
7231,Franklin Benjamin Sch,0,0,1
6822,Franklin LC,0,0,1
3708,Franklin S Edmonds Sch,0,0,1
3818,Furness Horace HS,1,0,0
7664,Gamp,0,0,1
3625,Gideon Edward Sch,0,0,1
3776,Girard Stephen Sch,0,0,1
3843,Girls HS,1,0,0
3800,Gloria Casarez El Sch,0,0,1
4726,Greenberg Joseph Sch,0,0,1
5186,Greenfield Albert M Sch,0,0,1
5120,Hackett Horatio B Sch,0,0,1
5185,Hamilton Andrew Sch,0,0,1
7242,Harding Warren G MS,0,1,0
6528,Harrington Avery D Sch,0,0,1
5125,Hartranft John F Sch,0,0,1
3712,Henry Charles W Sch,0,0,1
5187,Heston Edward Sch,0,0,1
7229,Hill Freedman World Academy,0,0,1
3766,Holme Thomas Sch,0,0,1
3742,Hopkinson Francis Sch,0,0,1
3713,Houston Henry E Sch,0,0,1
3743,Howe Julia Ward Sch,0,0,1
3693,Hunter William H Sch,0,0,1
7227,Jenks Abram Sch,0,0,1
8507,John B Stetson MS,0,1,0
5041,John Hancock Demonstration Sch,0,0,1
3714,John Story Jenks Academy for the Arts an,0,0,1
7963,Juniata Park Academy,0,0,1
3645,Kearny Gen Philip Sch,0,0,1
3626,Kelley William D Sch,0,0,1
5294,Kelly John B Sch,0,0,1
8389,Kenderton El Sch,0,0,1
7852,Kensington Creative & Performing Arts HS,1,0,0
7855,Kensington Health Sciences,0,0,1
8388,Kensington HS,1,0,0
7228,Key Francis Scott Sch,0,0,1
6675,King Martin Luther HS,1,0,0
3647,Kirkbride Eliza B Sch,0,0,1
3670,Lamberton Robert E Sch,0,0,1
7811,Lankenau HS,1,0,0
3744,Lawton Henry W Sch,0,0,1
6530,Lea Henry C Sch,0,0,1
3664,Lewis C Cassidy Academics Plus Sch,0,0,1
3845,Lincoln HS,1,0,0
3717,Lingelbach Anna L Sch,0,0,1
4732,Locke Alain Sch,0,0,1
4961,Loesche William H Sch,0,0,1
3718,Logan James Sch,0,0,1
6533,Longstreth William C Sch,0,0,1
7232,Lowell James R Sch,0,0,1
3694,Ludlow James R Sch,0,0,1
3797,Marshall John Sch,0,0,1
7521,Marshall Thurgood,0,0,1
3842,Mastbaum Jules E AVTS,0,0,1
3808,Masterman Julia R Sec Sch,0,0,1
3769,Mayfair Sch,0,0,1
3648,McCall Gen George A Sch,0,0,1
3719,McCloskey John F Sch,0,0,1
6534,McClure Alexander K Sch,0,0,1
3629,McDaniel Delaplaine Sch,0,0,1
5293,McKinley William Sch,0,0,1
3611,McMichael Morton Sch,0,0,1
3630,Meade Gen George C Sch,0,0,1
3649,Meredith William M Sch,0,0,1
7022,Middle Years Alternative,0,0,1
3720,Mifflin Thomas Sch,0,0,1
3798,Mitchell El Sch,0,0,1
3697,Moffet John Sch,0,0,1
3770,Moore J Hampton Sch,0,0,1
4868,Morris Robert Sch,0,0,1
3749,Morrison Andrew J Sch,0,0,1
6535,Morton Thomas G Sch,0,0,1
7815,Motivation HS,1,0,0
7522,Munoz-Marin Luis,0,0,1
3650,Nebinger George W Sch,0,0,1
8493,Northeast Community Propel Academy,0,0,1
3855,Northeast HS,1,0,0
8508,Olney Charter HS,1,0,0
3750,Olney El Sch,0,0,1
6960,Overbrook Edu Ctr,0,0,1
7472,Overbrook Elementary School,0,0,1
3857,Overbrook HS,1,0,0
7782,Parkway Center City Middle College,1,0,0
6548,Parkway Northwest,0,0,1
7808,Parkway West,0,0,1
3613,Patterson John M Sch,0,0,1
7780,Paul Robeson HS for Human Services,1,0,0
3675,Peirce Thomas M Sch,0,0,1
7706,Penn Alexander Sch,0,0,1
8293,Penn Treaty Sch,0,0,1
3722,Pennell Joseph Sch,0,0,1
3616,Penrose Sch,0,0,1
8385,Philadelphia Learning Academy - North,0,0,1
8386,Philadelphia Learning Academy - South,0,0,1
7850,Philadelphia Military Acad at Elverson,0,0,1
3801,Pollock Robert B Sch,0,0,1
5121,Potter-Thomas Sch,0,0,1
3783,Powel Samuel Sch,0,0,1
6765,Prince Hall,0,0,1
7813,Randolph A. Philip AVT HS,1,0,0
3771,Rhawnhurst Sch,0,0,1
3614,Rhoads James Sch,0,0,1
8292,Rhodes E Washington Sch,0,0,1
3701,Richmond Sch,0,0,1
8296,Roosevelt Theodore MS,0,1,0
3724,Rowen William Sch,0,0,1
3844,Roxborough HS,1,0,0
3668,Samuel Gompers Sch,0,0,1
6539,Samuel Pennypacker Sch,0,0,1
3861,Saul W B Agricultural School,0,0,1
7245,Sayre William L MS,0,1,0
7903,School of the Future,0,0,1
7906,Science Leadership Academy,0,0,1
8387,Science Leadership Academy MS,0,1,0
3653,Sharswood George Sch,0,0,1
3725,Shawmont Sch,0,0,1
3702,Sheppard Isaac Sch,0,0,1
3773,Solis-Cohen Solomon Sch,0,0,1
3859,South Philadelphia HS,1,0,0
3654,Southwark Sch,0,0,1
3655,Spring Garden Sch,0,0,1
7234,Spruance Gilbert Sch,0,0,1
3635,Stanton Edwin M Sch,0,0,1
4963,Stearne Allen M Sch,0,0,1
3727,Steel Edward Sch,0,0,1
7255,Strawberry Mansion HS,1,0,0
3753,Sullivan James J Sch,0,0,1
7072,Swenson Arts & Technology HS,1,0,0
3657,Taggart John H Sch,0,0,1
3755,Taylor Bayard Sch,0,0,1
8331,The Linc,0,0,1
8330,The Science Leadership Academy at Beeber,0,0,1
8298,The SD of Philadelphia Virtual Academy,0,0,1
8329,The U School: Innovative Lab,0,0,1
8328,The Workshop School,0,0,1
8297,Tilden William T MS,0,1,0
8294,Vare-Washington El Sch,0,0,1
8440,Vaux HS: A Big Picture School,1,0,0
3835,Wagner Gen Louis MS,0,1,0
7225,Waring Laura W Sch,0,0,1
6527,Washington George HS,1,0,0
7663,Washington Grover Jr Sch,0,0,1
3615,Washington Martha Sch,0,0,1
5124,Webster Sch,0,0,1
3703,Welsh John Sch,0,0,1
3860,West Philadelphia HS,1,0,0
3728,Widener Memorial Sch,0,0,1
6544,Willard Frances E Sch,0,0,1
5188,Wright Richard R Sch,0,0,1
7233,Ziegler William H Sch,0,0,1
7737,Philadelphia Electrical & Tech CHS,1,0,0
8454,Philadelphia Hebrew Public CS,1,0,0
7828,Philadelphia Montessori CS,1,0,0
7647,Philadelphia Performing Arts CS,1,0,0
6239,Osceola Mills El Sch,0,0,1
1555,Philipsburg El Sch,0,0,1
1560,Philipsburg-Osceola Area HS,1,0,0
8301,Philipsburg-Osceola Area MS,0,1,0
1430,Barkley El Sch,0,0,1
8395,Manavon El Sch,0,0,1
1426,Phoenixville Area HS,1,0,0
1425,Phoenixville Area MS,0,1,0
8396,Phoenixville Early Learning Ctr,0,0,1
4841,Schuylkill El Sch,0,0,1
3910,Pine Grove Area HS,1,0,0
5262,Pine Grove Area MS,0,1,0
3909,Pine Grove El Sch,0,0,1
7999,Eden Hall Upper El Sch,0,0,1
7998,Hance El Sch,0,0,1
315,Pine-Richland HS,1,0,0
314,Pine-Richland MS,0,1,0
7997,Richland El Sch,0,0,1
7996,Wexford El Sch,0,0,1
8203,Academy at Westinghouse,0,0,1
409,Pittsburgh Allderdice HS,1,0,0
7616,Pittsburgh Allegheny 6-8,0,0,1
7615,Pittsburgh Allegheny K-5,0,0,1
7878,Pittsburgh Arlington K-8,0,0,1
7886,Pittsburgh Arsenal 6-8,0,0,1
7889,Pittsburgh Arsenal K-5,0,0,1
7501,Pittsburgh Banksville K-5,0,0,1
6019,Pittsburgh Beechwood K-5,0,0,1
6915,Pittsburgh Brashear HS,1,0,0
7868,Pittsburgh Brookline K-8,0,0,1
8106,Pittsburgh CAPA 6-12,0,0,1
326,Pittsburgh Carmalt K-8,0,0,1
412,Pittsburgh Carrick HS,1,0,0
7913,Pittsburgh Chartiers Early Childhood Ctr,0,0,1
7692,Pittsburgh Classical 6-8,0,0,1
6022,Pittsburgh Colfax K-8,0,0,1
330,Pittsburgh Concord K-5,0,0,1
6811,Pittsburgh Conroy,0,0,1
6024,Pittsburgh Dilworth K-5,0,0,1
8204,Pittsburgh Faison K-5,0,0,1
6026,Pittsburgh Fulton K-5,0,0,1
400,Pittsburgh Grandview K-5,0,0,1
6028,Pittsburgh Greenfield K-8,0,0,1
7880,Pittsburgh King K-8,0,0,1
8255,Pittsburgh Langley K-8,0,0,1
6042,Pittsburgh Liberty K-5,0,0,1
7870,Pittsburgh Lincoln K-5,0,0,1
6044,Pittsburgh Linden K-5,0,0,1
7871,Pittsburgh Manchester K-8,0,0,1
7881,Pittsburgh Mifflin K-8,0,0,1
8108,Pittsburgh Miller K-5,0,0,1
8110,Pittsburgh Milliones 6-12,0,0,1
363,Pittsburgh Minadeo K-5,0,0,1
351,Pittsburgh Montessori K-5,0,0,1
365,Pittsburgh Morrow K-8,0,0,1
