school_number,school_name,high_school,middle_school,elementary_school
4585,Newberry El Sch,0,0,1
4704,Red Land SHS,1,0,0
7332,Red Mill El Sch,0,0,1
1738,Rossmoyne El Sch,0,0,1
1734,Washington Heights El Sch,0,0,1
5059,West Side CTC,0,0,1
4625,Lincolnway El Sch,0,0,1
4629,Trimmer El Sch,0,0,1
8350,Wallace El Sch,0,0,1
6705,West York Area HS,1,0,0
7286,West York Area MS,0,1,0
6609,Western Area CTC,0,0,1
715,Fairview El Sch,0,0,1
719,Western Beaver Co JSHS,1,0,0
4959,Western Montgomery CTC,0,0,1
8173,EverGreen El Sch,0,0,1
6704,Western Wayne HS,1,0,0
7341,Western Wayne MS,0,1,0
4311,Wilson El Sch,0,0,1
8392,Westinghouse Arts Academy CS,1,0,0
1290,Westmont Hilltop El Sch,0,0,1
8379,Westmont Hilltop JSHS,1,0,0
0,Westmoreland IU 7,0,0,1
6983,Clarence M Gockley El Sch,0,0,1
6841,George D Steckel El Sch,0,0,1
2848,Whitehall HS,1,0,0
5241,Whitehall-Coplay MS,0,1,0
8048,Zephyr El Sch,0,0,1
6632,Wilkes-Barre Area CTC,0,0,1
5152,Daniel J Flood El Sch,0,0,1
2995,Dodson El Sch,0,0,1
6924,Dr David W Kistler El Sch,0,0,1
3008,G A R MS,0,1,0
6923,Heights/Murray El Sch,0,0,1
7492,Solomon/Plains El Sch,0,0,1
7497,Solomon/Plains MS,0,1,0
8495,Wilkes-Barre Area HS,1,0,0
8448,Wilkes-Barre Area SD STEM Academy,0,0,1
8503,Wolfpack Early Learning Academy,0,0,1
5106,Kelly Primary Sch,0,0,1
553,Turner Intermediate Sch,0,0,1
6509,Aldan El Sch,0,0,1
1887,Ardmore Avenue Sch,0,0,1
7385,Bell Avenue School,0,0,1
1856,Colwyn El Sch,0,0,1
1890,East Lansdowne El Sch,0,0,1
7020,Park Lane El Sch,0,0,1
8504,Penn Wood 9th Grade Academy,0,0,1
8231,Penn Wood HS,1,0,0
7918,Penn Wood MS,0,1,0
1974,W B Evans Magnet Sch,0,0,1
8018,Walnut Street El Sch,0,0,1
7357,Williams Valley El Sch,0,0,1
3914,Williams Valley JSHS,1,0,0
950,Williamsburg Community El Sch,0,0,1
951,Williamsburg Community JSHS,1,0,0
3057,Cochran Primary Sch,0,0,1
3073,Curtin Intrmd Sch,0,0,1
6367,Hepburn-Lycoming Primary Sch,0,0,1
3058,Jackson Primary Sch,0,0,1
6861,Lycoming Valley Intrmd Sch,0,0,1
8273,Williamsport Area MS,0,1,0
6368,Williamsport Area SHS,1,0,0
6963,Wilmington Area El Sch,0,0,1
2721,Wilmington Area HS,1,0,0
7352,Wilmington Area MS,0,1,0
3516,Avona El Sch,0,0,1
3520,Williams Township El Sch,0,0,1
3522,Wilson Area HS,1,0,0
6785,Wilson Area Intermediate Sch,0,0,1
7053,Wilson Borough El Sch,0,0,1
6773,Cornwall Terrace El Sch,0,0,1
8234,Green Valley El Sch,0,0,1
8233,Shiloh Hills El Sch,0,0,1
7436,Spring Ridge El Sch,0,0,1
883,Whitfield El Sch,0,0,1
6980,Wilson HS,1,0,0
6982,Wilson Southern MS,0,1,0
6981,Wilson West MS,0,1,0
4026,Windber Area HS,1,0,0
7145,Windber Area MS,0,1,0
7500,Windber El Sch,0,0,1
7724,Wissahickon CS,1,0,0
6470,Blue Bell El Sch,0,0,1
7491,Lower Gwynedd El Sch,0,0,1
6835,Shady Grove El Sch,0,0,1
3414,Stony Creek El Sch,0,0,1
3245,Wissahickon MS,0,1,0
3247,Wissahickon SHS,1,0,0
8466,Dickson Prep STEAM Academy,0,0,1
8088,Edgewood El STEAM Academy,0,0,1
8465,Turtle Creek EL STEAM Academy,0,0,1
8090,Wilkins El STEAM Academy,0,0,1
107,Woodland Hills HS,1,0,0
8175,Wyalusing Valley El Sch,0,0,1
1005,Wyalusing Valley JSHS,1,0,0
7273,Wyoming Area Intermediate Ctr,0,0,1
2875,Wyoming Area Kindergarten Ctr,0,0,1
2874,Wyoming Area Primary Ctr,0,0,1
6390,Wyoming Area Sec Ctr,0,0,1
6392,Chester Street El Sch,0,0,1
2878,Dana El Ctr,0,0,1
8243,State El Ctr,0,0,1
2918,Third Avenue El Sch,0,0,1
6986,Wyoming Valley West MS,0,1,0
6391,Wyoming Valley West SHS,1,0,0
885,West Reading El Ctr,0,0,1
887,Wyomissing Area JSHS,1,0,0
886,Wyomissing Hills El Ctr,0,0,1
8131,York Academy Regional CS,1,0,0
8237,Davis Sch,0,0,1
8238,Devers Sch,0,0,1
8398,Edgar Fahs Smith STEAM Academy,0,0,1
8239,Ferguson Sch,0,0,1
8240,Goode Sch,0,0,1
8291,Hannah Penn,0,0,1
8241,Jackson Sch,0,0,1
8242,McKinley Sch,0,0,1
4647,William Penn SHS,1,0,0
5168,York Co School of Technology,0,0,1
4648,East York El Sch,0,0,1
6688,Indian Rock El Sch,0,0,1
4653,Valley View El Sch,0,0,1
4657,York Suburban MS,0,1,0
4658,York Suburban SHS,1,0,0
8179,Yorkshire El Sch,0,0,1
4512,H W Good El Sch,0,0,1
4507,Mendon El Sch,0,0,1
8003,West Newton El Sch,0,0,1
4508,Yough Intrmd/MS Sch,0,1,0
4735,Yough SHS,1,0,0
7584,Young Scholars CS,1,0,0
7841,Young Scholars of Central PA CS,1,0,0
8337,Young Scholars of Greater Allegheny CS,1,0,0
8156,Young Scholars of Western Pennsylvania C,0,0,1
7513,Youth Build Phila CS,1,0,0
7148,Youth Forestry Camp #2,0,0,1
7154,Youth Forestry Camp #3,0,0,1
