school_number,number_of_students,number_of_low_income_students,year
1698,478,124,2022
4849,"1,378",365,2022
1696,524,105,2022
1699,516,146,2022
1695,554,188,2022
8438,999,294,2022
6238,536,306,2022
1529,453,266,2022
2868,545,152,2022
5150,608,199,2022
2869,774,193,2022
7596,540,142,2022
8132,"1,491",583,2022
6598,"1,037",413,2022
4553,"2,028",776,2022
4546,184,105,2022
4701,166,45,2022
4547,460,101,2022
4551,563,224,2022
4549,447,199,2022
4810,"1,038",387,2022
8285,627,263,2022
7544,946,378,2022
8007,420,150,2022
3424,508,186,2022
3425,639,197,2022
8201,511,208,2022
4833,502,192,2022
7627,27,27*,2022
5278,"1,125",640,2022
8425,284,163,2022
511,360,135,2022
513,583,203,2022
7595,422,160,2022
6695,377,186,2022
0,384,223,2022
7058,603,276,2022
7057,633,386,2022
7162,457,199,2022
5261,"1,420",532,2022
3865,479,181,2022
3864,502,258,2022
7408,524,237,2022
7625,499,261,2022
3866,434,173,2022
4351,443,222,2022
4352,581,281,2022
6927,753,386,2022
7731,416,72,2022
4801,"1,094",244,2022
7186,464,105,2022
6678,731,192,2022
1749,447,105,2022
7775,622,360,2022
2539,930,437,2022
8228,846,423,2022
7165,463,230,2022
7786,571,256,2022
8229,361,180,2022
4558,"1,016",502,2022
8475,803,426,2022
4557,398,231,2022
7555,400,206,2022
4556,302,198,2022
1391,527,100,2022
7266,560,111,2022
1431,479,51,2022
7759,"1,703",315,2022
1387,"1,800",346,2022
7517,"1,154",154,2022
8174,924,54,2022
5011,540,142,2022
6476,652,95,2022
7516,"1,041",149,2022
8309,"1,046",137,2022
1432,458,29,2022
7265,543,35,2022
7990,619,54,2022
6621,521,58,2022
6477,637,55,2022
7550,146,133,2022
2385,297,185,2022
1541,"1,062",597,2022
6156,930,503,2022
6157,273,136,2022
1532,291,139,2022
6918,419,273,2022
6591,786,354,2022
8312,668,255,2022
7908,439,410,2022
8340,670,420,2022
8339,704,504,2022
3021,175,86,2022
3018,143,54,2022
6364,755,281,2022
3019,547,252,2022
2799,358,124,2022
2809,"2,859",818,2022
7560,847,203,2022
2808,269,115,2022
2802,399,153,2022
7559,"1,045",376,2022
2804,510,146,2022
5239,589,131,2022
4827,496,155,2022
8133,609,157,2022
5220,564,284,2022
1707,765,305,2022
1705,588,291,2022
4850,558,285,2022
7536,367,255,2022
8016,605,352,2022
7641,943,591,2022
6935,"1,338",723,2022
3204,431,293,2022
7366,955,580,2022
7642,608,360,2022
3201,452,299,2022
7411,433,266,2022
3202,314,180,2022
4822,612,199,2022
2552,442,221,2022
2500,458,200,2022
7209,436,205,2022
2554,929,406,2022
4707,523,274,2022
6612,613,273,2022
2740,758,332,2022
8137,530,256,2022
6611,285,136,2022
2735,206,97,2022
6174,536,221,2022
4559,381,213,2022
4564,645,301,2022
7439,534,257,2022
6285,360,189,2022
4563,353,198,2022
4915,539,408,2022
3482,"2,846","1,432",2022
8351,"1,879","1,001",2022
3477,357,109,2022
3478,268,139,2022
3473,514,229,2022
5350,579,466,2022
8058,602,179,2022
5064,414,128,2022
8391,284,186,2022
136,290,88,2022
4804,550,241,2022
144,749,305,2022
8115,197,97,2022
142,199,90,2022
139,341,182,2022
2555,216,73,2022
8190,816,349,2022
2561,481,219,2022
6862,875,346,2022
2562,"1,249",416,2022
6417,554,242,2022
6418,555,294,2022
8166,263,151,2022
2675,672,356,2022
8167,364,212,2022
8165,232,139,2022
8028,"1,020",340,2022
2564,276,166,2022
2568,380,159,2022
8458,559,282,2022
6712,631,323,2022
6293,"1,317",587,2022
2563,316,179,2022
2570,468,232,2022
2003,474,454,2022
8419,656,612,2022
2004,420,392,2022
8417,"2,317","1,977",2022
2001,554,443,2022
2009,590,513,2022
2011,401,343,2022
2021,558,449,2022
2013,370,327,2022
2016,460,435,2022
7515,753,375,2022
2018,462,430,2022
7035,565,532,2022
8420,730,587,2022
2025,756,636,2022
5045,793,452,2022
8163,292,208,2022
7665,"1,628","1,391",2022
8216,990,941,2022
7564,507,372,2022
735,77,41,2022
7006,435,265,2022
7897,360,193,2022
7898,293,164,2022
7866,102,0,2022
8325,"1,368","1,076",2022
787,637,214,2022
788,"1,286",440,2022
6731,369,156,2022
786,451,162,2022
783,551,130,2022
7755,612,239,2022
6270,365,135,2022
6269,298,68,2022
7322,296,80,2022
7466,717,173,2022
6737,588,138,2022
2032,571,156,2022
6826,174,89,2022
7508,82,33,2022
2201,128,46,2022
7119,379,376,2022
5248,262,261,2022
4842,691,343,2022
7746,101,78,2022
1225,283,191,2022
1223,307,305,2022
7744,"1,822","1,508",2022
791,230,77,2022
6311,675,268,2022
5023,796,268,2022
8057,542,208,2022
7857,487,273,2022
5016,884,437,2022
6840,213,122,2022
2246,141,61,2022
6160,67,48,2022
6159,62,38,2022
6701,117,71,2022
6161,122,72,2022
6420,434,254,2022
6419,327,175,2022
6899,957,409,2022
8382,790,319,2022
7187,455,212,2022
4242,450,215,2022
5328,473,220,2022
2037,663,345,2022
5226,113,59,2022
2036,381,155,2022
2035,356,227,2022
147,967,236,2022
149,377,33,2022
156,"1,283",346,2022
6780,412,127,2022
153,431,371,2022
461,679,98,2022
4667,397,296,2022
4106,834,378,2022
4101,330,150,2022
6166,223,116,2022
5119,507,226,2022
7163,756,160,2022
7602,786,157,2022
4357,699,129,2022
4360,"1,119",237,2022
8123,955,611,2022
7666,"1,282",858,2022
6686,473,233,2022
2126,283,108,2022
7176,240,113,2022
8150,584,489,2022
8357,438,232,2022
8356,370,221,2022
6563,402,229,2022
591,584,149,2022
8346,426,121,2022
594,546,149,2022
592,223,106,2022
7586,938,721,2022
7192,140,59,2022
6223,327,196,2022
7714,532,57,2022
6506,628,70,2022
7486,735,87,2022
1869,"1,546",218,2022
7313,"1,067",116,2022
161,327,239,2022
157,305,143,2022
170,"1,135",501,2022
8489,983,495,2022
5191,332,155,2022
165,278,115,2022
2038,422,192,2022
2040,698,296,2022
5225,652,267,2022
2039,334,120,2022
8176,369,166,2022
6271,"1,062",447,2022
10,694,304,2022
5126,339,164,2022
7592,382,177,2022
8147,273,131,2022
8161,247,175,2022
2042,573,345,2022
2043,511,283,2022
6777,461,283,2022
6952,320,196,2022
5219,340,195,2022
7639,643,528,2022
8390,534,491,2022
793,528,238,2022
794,406,226,2022
801,630,338,2022
802,"1,482",755,2022
6794,570,294,2022
8096,505,325,2022
1368,381,42,2022
7695,664,85,2022
1424,"1,403",285,2022
1422,"1,066",214,2022
6479,654,148,2022
1461,531,122,2022
6193,"1,082",612,2022
5288,536,147,2022
8405,"1,269","1,253",2022
1252,660,651,2022
8314,118,116,2022
1251,894,832,2022
4379,496,223,2022
6957,554,227,2022
4845,"1,157",431,2022
4386,661,371,2022
4380,562,124,2022
7768,505,357,2022
8430,539,357,2022
5242,714,437,2022
8429,513,244,2022
7748,688,230,2022
2202,680,275,2022
5117,694,259,2022
7427,574,214,2022
2206,"1,047",366,2022
5282,338,229,2022
7329,537,351,2022
4373,820,384,2022
4372,599,318,2022
5166,294,142,2022
5165,295,160,2022
8428,625,366,2022
3137,653,358,2022
7062,329,136,2022
6341,233,83,2022
7468,190,71,2022
8409,5,5,2022
6125,89,89,2022
7316,25,25,2022
3145,599,229,2022
8202,400,147,2022
6844,782,325,2022
5038,358,108,2022
6330,244,72,2022
6331,273,85,2022
808,714,353,2022
7447,477,257,2022
809,337,134,2022
7992,566,307,2022
175,435,45,2022
5190,900,148,2022
179,633,105,2022
178,314,31,2022
176,355,50,2022
2891,930,491,2022
7007,310,168,2022
8199,308,71,2022
2888,286,123,2022
8479,242,107,2022
4565,257,170,2022
4570,625,434,2022
4571,585,376,2022
4566,252,201,2022
4568,242,140,2022
7511,593,426,2022
2047,292,106,2022
2048,388,140,2022
7948,614,216,2022
2046,306,131,2022
5227,474,192,2022
7195,136,87,2022
8316,114,50,2022
8268,786,722,2022
8264,482,441,2022
8376,389,344,2022
8265,386,361,2022
1766,535,499,2022
6333,"1,234","1,015",2022
7902,323,270,2022
8266,87,81,2022
7901,403,360,2022
8267,597,514,2022
7623,588,510,2022
7667,461,390,2022
5079,392,193,2022
8483,436,188,2022
3271,425,142,2022
3272,"1,379",486,2022
6639,"1,018",376,2022
3270,584,95,2022
1871,608,85,2022
1876,589,95,2022
1877,487,49,2022
1878,"1,627",332,2022
1879,"2,005",454,2022
1874,589,101,2022
1875,720,172,2022
5151,652,453,2022
7937,449,360,2022
7661,784,289,2022
6718,951,671,2022
8333,493,410,2022
7348,"3,795","2,304",2022
7936,879,644,2022
6930,"1,138",874,2022
8334,999,780,2022
8245,839,593,2022
7340,911,410,2022
7569,949,753,2022
4389,486,207,2022
7268,371,120,2022
4404,"1,661",518,2022
4394,422,105,2022
5359,517,222,2022
7269,428,138,2022
4399,509,244,2022
7270,400,176,2022
4400,388,118,2022
5236,541,160,2022
5055,602,257,2022
2574,450,206,2022
2577,517,232,2022
2578,"2,268",823,2022
6294,488,152,2022
7421,511,179,2022
7442,591,168,2022
2576,596,275,2022
2575,468,194,2022
3146,609,312,2022
8069,299,152,2022
3150,811,366,2022
3147,307,150,2022
182,210,155,2022
191,610,407,2022
7202,652,397,2022
5153,713,377,2022
7097,396,212,2022
7381,514,189,2022
6195,608,226,2022
927,809,347,2022
5207,799,299,2022
6797,389,219,2022
2331,394,159,2022
8154,157,75,2022
672,354,125,2022
674,622,246,2022
675,590,206,2022
671,253,117,2022
7280,219,86,2022
8209,318,121,2022
5333,385,194,2022
2305,539,230,2022
7525,328,150,2022
7620,421,263,2022
6606,364,220,2022
7542,597,470,2022
7683,781,455,2022
8361,836,718,2022
2314,393,221,2022
4964,423,211,2022
2321,235,134,2022
2322,193,90,2022
2324,675,322,2022
2325,912,434,2022
7032,505,270,2022
7765,256,39,2022
8371,531,458,2022
7557,268,201,2022
8394,"3,639","1,759",2022
1881,611,372,2022
1885,"1,028",555,2022
7643,239,136,2022
1883,549,302,2022
6508,553,325,2022
4847,319,217,2022
0,260,149,2022
2052,538,406,2022
4817,539,368,2022
6127,176,98,2022
6126,204,90,2022
8421,422,279,2022
8024,475,354,2022
5180,535,303,2022
7029,420,230,2022
2280,372,202,2022
3276,404,81,2022
8049,304,69,2022
3031,192,86,2022
5243,596,323,2022
3034,711,323,2022
3033,470,254,2022
5060,179,84,2022
1307,567,255,2022
6965,653,202,2022
7785,582,363,2022
5326,290,176,2022
6218,252,110,2022
8452,390,204,2022
2394,406,208,2022
8451,674,352,2022
6255,546,294,2022
7220,312,160,2022
5230,322,191,2022
2308,386,182,2022
5244,433,285,2022
5245,329,180,2022
3100,222,133,2022
1153,455,121,2022
1154,607,184,2022
7396,196,64,2022
8172,394,208,2022
1401,562,275,2022
6482,"1,296",598,2022
6834,902,409,2022
8171,283,123,2022
1400,463,177,2022
7979,666,584,2022
7067,549,228,2022
7795,105,75,2022
6241,114,71,2022
7589,"1,127",487,2022
7590,939,519,2022
4917,151,82,2022
1570,285,149,2022
6242,150,103,2022
6245,435,342,2022
1588,191,95,2022
7506,199,161,2022
7461,351,134,2022
203,228,62,2022
5112,573,259,2022
7462,382,186,2022
204,324,192,2022
6694,400,224,2022
1486,450,228,2022
8358,500,425,2022
8431,588,529,2022
7776,840,724,2022
8499,199,171,2022
8477,810,712,2022
7191,423,333,2022
4431,"1,127",536,2022
7189,543,302,2022
7190,493,205,2022
4516,289,136,2022
8277,493,246,2022
1177,698,218,2022
7718,308,93,2022
7460,499,160,2022
7717,514,172,2022
810,228,74,2022
6315,296,126,2022
816,434,155,2022
6316,392,163,2022
7538,200,200,2022
7565,493,491,2022
4524,524,198,2022
4528,433,201,2022
7146,275,167,2022
6403,444,170,2022
6404,658,270,2022
2924,747,209,2022
7060,239,108,2022
2922,418,126,2022
2920,177,79,2022
8481,467,240,2022
3154,376,184,2022
2606,655,175,2022
7939,585,164,2022
2607,944,249,2022
6297,639,158,2022
5285,435,216,2022
5283,451,227,2022
5284,508,273,2022
2598,304,280,2022
7182,418,388,2022
2581,283,270,2022
2592,349,301,2022
2593,506,489,2022
5056,389,372,2022
2584,427,389,2022
2595,491,456,2022
2599,672,562,2022
2596,"2,620","2,340",2022
7922,306,293,2022
6762,392,364,2022
2594,527,483,2022
2587,283,247,2022
2597,447,372,2022
2589,487,475,2022
2590,326,210,2022
2600,445,412,2022
2591,360,329,2022
0,830,280,2022
2146,287,208,2022
2163,326,139,2022
4700,328,196,2022
5146,632,340,2022
6600,831,370,2022
4820,318,214,2022
7001,496,168,2022
2680,328,104,2022
8432,161,47,2022
4940,378,238,2022
5156,640,148,2022
6616,603,516,2022
5337,376,307,2022
2754,"1,027",856,2022
5155,"1,423","1,138",2022
6894,624,523,2022
2746,473,369,2022
2743,421,311,2022
6579,300,88,2022
7923,221,105,2022
8393,152,70,2022
5338,"2,286","1,015",2022
7681,"1,795",819,2022
7634,563,129,2022
8130,456,350,2022
8439,998,549,2022
1315,683,357,2022
1314,513,268,2022
4807,581,251,2022
4665,414,79,2022
4084,554,157,2022
4085,612,123,2022
4081,296,38,2022
8486,93,41,2022
6940,235,142,2022
4442,438,169,2022
4440,310,134,2022
5361,389,134,2022
7675,654,646,2022
0,"1,167",445,2022
8125,900,861,2022
7859,699,144,2022
8206,710,661,2022
6786,368,178,2022
3532,331,117,2022
8286,307,149,2022
8406,796,376,2022
14,561,199,2022
13,419,166,2022
1747,218,64,2022
1752,348,96,2022
1775,222,93,2022
1776,"1,085",239,2022
7414,883,236,2022
1774,315,120,2022
7844,14,13,2022
1797,385,61,2022
3293,809,97,2022
7597,344,54,2022
8500,"1,032",132,2022
3286,431,47,2022
3291,540,47,2022
3296,"1,261",186,2022
3295,"1,713",309,2022
3287,446,59,2022
3288,515,85,2022
3289,615,114,2022
3294,814,129,2022
4960,855,164,2022
7212,603,73,2022
3297,"1,156",183,2022
3036,765,356,2022
3037,348,165,2022
4828,457,198,2022
7149,32,32,2022
0,504,256,2022
7291,316,154,2022
7223,570,417,2022
8403,485,326,2022
7549,393,393,2022
8461,346,182,2022
8422,643,238,2022
7953,848,354,2022
2618,935,335,2022
2619,232,103,2022
6733,385,148,2022
8246,901,297,2022
2623,"1,899",599,2022
5114,955,304,2022
2621,279,89,2022
4708,466,152,2022
7383,476,111,2022
2620,333,149,2022
7672,"1,557","1,386",2022
2339,557,265,2022
8066,288,177,2022
8138,341,190,2022
7777,825,594,2022
1898,554,118,2022
1899,393,94,2022
1902,"1,189",314,2022
1901,853,233,2022
1894,363,106,2022
1896,439,84,2022
7929,540,63,2022
1155,907,116,2022
5363,484,51,2022
1158,532,56,2022
1159,"1,054",143,2022
7574,"1,473",807,2022
8360,"1,777","1,777",2022
8453,"1,220","1,220",2022
7678,610,505,2022
8365,514,480,2022
8259,706,634,2022
8208,449,400,2022
8288,660,609,2022
8207,"1,161",944,2022
7588,"1,215",982,2022
8153,813,773,2022
8152,532,430,2022
7961,940,805,2022
7909,783,647,2022
8151,753,636,2022
7910,"1,258",974,2022
8427,549,440,2022
7582,913,764,2022
4248,501,249,2022
4244,199,95,2022
4249,491,195,2022
6976,343,160,2022
7673,695,492,2022
8400,643,330,2022
6105,"1,045",673,2022
8399,686,479,2022
6672,232,158,2022
1709,202,88,2022
7837,707,263,2022
8008,346,132,2022
5098,"1,377",504,2022
1715,"1,047",411,2022
5021,248,109,2022
1711,263,94,2022
4851,286,104,2022
8257,538,484,2022
3157,582,293,2022
7792,140,67,2022
3158,334,146,2022
6744,477,293,2022
6716,725,150,2022
6845,426,65,2022
3303,402,131,2022
3305,"1,510",336,2022
8139,664,137,2022
5252,428,73,2022
7573,420,56,2022
6208,320,191,2022
3994,271,153,2022
7613,186,106,2022
2423,"1,046",591,2022
8304,811,438,2022
5175,939,201,2022
8005,226,167,2022
1788,375,180,2022
1790,748,382,2022
1785,554,347,2022
7756,459,315,2022
3961,555,277,2022
3962,764,308,2022
7799,304,140,2022
8232,349,197,2022
6566,211,144,2022
8496,110,52,2022
0,19,4,2022
8307,388,178,2022
6261,276,178,2022
8182,368,201,2022
8183,218,108,2022
7789,486,388,2022
8184,503,349,2022
8187,"1,086",546,2022
8186,768,434,2022
8185,689,408,2022
3196,237,141,2022
7863,393,208,2022
6809,402,201,2022
4091,493,229,2022
6360,388,179,2022
2053,539,186,2022
2054,610,295,2022
4724,365,180,2022
5329,659,300,2022
4954,550,279,2022
8071,"2,205",943,2022
2059,509,298,2022
7384,449,138,2022
2062,470,276,2022
1793,313,154,2022
6682,157,61,2022
1794,231,97,2022
7064,291,140,2022
1623,251,100,2022
5353,529,303,2022
6863,427,217,2022
3541,636,267,2022
3537,323,172,2022
4836,91,51,2022
6699,466,264,2022
6583,527,271,2022
7108,670,325,2022
8404,346,181,2022
2686,441,168,2022
6635,541,314,2022
4444,326,273,2022
7399,136,109,2022
6181,193,138,2022
6605,592,253,2022
1164,546,209,2022
6674,"1,079",275,2022
7800,583,583,2022
3039,523,240,2022
3040,417,242,2022
0,311,96,2022
8177,931,255,2022
8418,"1,191",314,2022
5017,936,238,2022
5343,507,205,2022
3044,229,83,2022
3042,407,161,2022
3045,597,202,2022
5354,247,100,2022
6421,397,211,2022
4044,562,260,2022
240,594,93,2022
7441,377,103,2022
8347,208,66,2022
7952,184,11,2022
8253,623,186,2022
8254,581,175,2022
4951,"1,218",298,2022
8370,221,95,2022
8112,212,163,2022
8381,406,278,2022
8380,209,157,2022
6929,407,235,2022
1550,381,181,2022
7498,790,548,2022
6936,496,338,2022
8135,263,203,2022
4454,109,44,2022
4458,594,242,2022
7791,310,139,2022
4455,466,243,2022
4457,385,163,2022
2297,261,261,2022
7944,354,354,2022
7733,295,295,2022
2291,265,265,2022
7339,513,248,2022
4049,429,201,2022
249,288,35,2022
251,286,53,2022
248,369,56,2022
250,314,31,2022
7535,622,103,2022
246,438,89,2022
247,300,20,2022
7534,635,100,2022
254,"1,840",297,2022
245,391,70,2022
8006,931,596,2022
4919,"1,150",765,2022
6610,"1,153",736,2022
827,"1,013",659,2022
7546,250,176,2022
3048,484,210,2022
3047,457,215,2022
8054,552,115,2022
8055,620,128,2022
3495,"1,594",406,2022
8053,750,213,2022
3494,778,187,2022
8056,558,196,2022
5154,595,101,2022
7128,675,236,2022
1069,473,207,2022
7380,"1,251",420,2022
1071,511,219,2022
6455,"2,933","1,102",2022
1077,961,420,2022
1076,686,258,2022
1072,457,167,2022
8374,884,323,2022
2689,537,136,2022
2688,663,182,2022
6720,609,452,2022
695,383,256,2022
694,298,202,2022
8319,775,681,2022
8284,706,636,2022
2704,771,702,2022
7164,714,661,2022
7762,176,100,2022
7649,"1,496",972,2022
1084,445,61,2022
1082,232,23,2022
7561,323,33,2022
7830,277,35,2022
8321,294,206,2022
4466,153,14,2022
8322,607,474,2022
8323,869,664,2022
5260,454,268,2022
7930,291,141,2022
7931,232,118,2022
7566,49,10,2022
3263,386,293,2022
3265,864,645,2022
3321,812,666,2022
5080,377,312,2022
3318,332,237,2022
3408,582,444,2022
6729,"2,310","1,523",2022
5253,452,282,2022
8313,247,193,2022
6998,141,106,2022
3320,798,684,2022
7364,487,368,2022
263,357,28,2022
5108,655,107,2022
265,737,30,2022
6603,342,43,2022
266,333,25,2022
270,572,37,2022
7346,768,52,2022
7379,793,43,2022
268,798,128,2022
8305,"2,666",260,2022
269,398,46,2022
7151,29,29*,2022
5139,324,92,2022
1489,292,118,2022
4946,315,162,2022
6145,526,228,2022
6144,312,158,2022
7360,360,193,2022
8142,540,152,2022
8052,618,125,2022
6106,"1,070",301,2022
7101,"1,383",395,2022
291,501,102,2022
290,457,163,2022
4958,970,405,2022
7406,503,114,2022
6907,475,97,2022
7314,616,114,2022
4831,604,205,2022
5344,487,314,2022
3379,422,186,2022
3309,603,349,2022
3275,554,205,2022
4830,643,109,2022
5345,"3,184","1,234",2022
3325,462,117,2022
3280,536,315,2022
3322,807,220,2022
3324,"1,208",537,2022
3323,900,336,2022
7407,573,197,2022
3278,283,120,2022
8097,258,73,2022
8098,591,254,2022
2446,905,358,2022
8099,446,167,2022
5233,665,240,2022
7950,"1,089",597,2022
3883,"1,008",547,2022
4837,376,195,2022
7259,271,125,2022
3988,340,145,2022
