school_number,number_of_students,number_of_low_income_students,year
6129,429,163,2017
528,230,117,2017
532,343,200,2017
526,191,107,2017
536,"1,012",567,2017
535,"1,003",609,2017
7548,"1,076","1,005",2017
6344,292,162,2017
3594,394,166,2017
4920,433,216,2017
3597,563,279,2017
3596,731,282,2017
7722,690,690,2017
1741,539,148,2017
1732,"1,231",352,2017
7395,707,216,2017
4588,215,39,2017
4583,476,120,2017
1736,474,139,2017
1716,572,253,2017
1735,203,62,2017
8276,607,235,2017
4585,331,155,2017
4704,"1,140",239,2017
7332,607,176,2017
1738,198,69,2017
1734,428,237,2017
5059,524,344,2017
4625,426,243,2017
4629,494,283,2017
8350,441,205,2017
6705,886,426,2017
7286,742,419,2017
6609,478,284,2017
715,356,162,2017
719,372,154,2017
4959,538,239,2017
8173,553,304,2017
6704,622,344,2017
7341,426,242,2017
4311,293,147,2017
8392,111,36,2017
1290,718,257,2017
8379,703,191,2017
0,221,84,2017
6983,533,232,2017
6841,589,338,2017
2848,"1,426",710,2017
5241,"1,065",601,2017
8048,675,382,2017
7907,424,284,2017
6632,926,577,2017
5152,671,583,2017
2995,569,472,2017
6924,963,783,2017
3009,964,765,2017
3008,937,827,2017
6923,822,714,2017
3007,876,553,2017
7492,805,447,2017
7497,460,332,2017
5106,308,282,2017
553,240,220,2017
6509,237,228,2017
1887,569,548,2017
7385,344,332,2017
1856,143,140,2017
1890,350,345,2017
7020,407,393,2017
8231,"1,458","1,327",2017
7918,721,678,2017
1974,383,372,2017
8018,398,377,2017
7357,551,551,2017
3914,481,481,2017
950,262,110,2017
951,232,93,2017
3057,465,318,2017
3073,546,417,2017
6367,317,154,2017
3058,472,348,2017
6861,615,400,2017
7061,253,204,2017
8273,773,498,2017
6368,"1,489",903,2017
6963,387,127,2017
2721,385,115,2017
7352,355,124,2017
6773,509,199,2017
8234,535,82,2017
8233,551,159,2017
7436,478,169,2017
883,560,179,2017
6980,"2,007",617,2017
6982,701,252,2017
6981,724,170,2017
3516,203,115,2017
3520,243,49,2017
3522,715,327,2017
6785,731,385,2017
7053,349,226,2017
4026,355,163,2017
7145,264,127,2017
7500,592,311,2017
7724,939,780,2017
6470,418,71,2017
7491,576,100,2017
6835,611,183,2017
3414,524,86,2017
3245,"1,083",240,2017
3247,"1,360",294,2017
7626,83,23,2017
8088,359,253,2017
8090,441,341,2017
8091,555,206,2017
8352,596,446,2017
107,"1,563",880,2017
8175,713,376,2017
1005,589,278,2017
7273,538,270,2017
2875,156,42,2017
2874,476,244,2017
6390,"1,082",484,2017
6392,173,74,2017
2878,579,266,2017
2917,228,167,2017
8243,"1,138",954,2017
2918,127,74,2017
6986,"1,075",705,2017
6391,"1,187",656,2017
885,271,79,2017
887,949,324,2017
886,706,238,2017
8131,675,422,2017
8237,502,489,2017
8238,638,629,2017
8398,275,269,2017
8239,654,635,2017
8240,646,624,2017
8291,539,515,2017
8241,566,544,2017
8242,540,521,2017
4647,"1,081","1,071",2017
5168,"1,679",942,2017
4648,326,136,2017
6688,317,91,2017
4653,323,91,2017
4657,792,243,2017
4658,914,209,2017
8179,333,123,2017
4512,280,146,2017
4507,235,126,2017
8003,196,121,2017
4508,557,283,2017
4735,684,331,2017
7584,249,158,2017
7841,389,101,2017
8337,172,172,2017
8156,318,194,2017
7513,259,258,2017
7691,"2,503",301,2020
5273,822,310,2020
0,34,23,2020
8148,450,266,2020
5091,"1,058",199,2020
6839,"1,078",202,2020
7570,382,45,2020
2407,208,49,2020
6398,300,21,2020
2402,312,31,2020
3242,"2,037",464,2020
3241,"1,910",391,2020
7707,"1,087",230,2020
3229,501,141,2020
5075,701,150,2020
3232,529,144,2020
3234,499,116,2020
3226,634,99,2020
4910,451,161,2020
7824,928,556,2020
7825,651,412,2020
8471,246,14,2020
6661,580,328,2020
7858,"7,337","3,235",2020
8364,362,201,2020
6001,"1,032",462,2020
7607,345,169,2020
7608,348,183,2020
4922,183,101,2020
2129,335,198,2020
6002,220,147,2020
4921,263,122,2020
8085,516,428,2020
8086,424,403,2020
0,518,426,2020
5296,489,231,2020
29,391,172,2020
7467,338,147,2020
4664,258,104,2020
8484,707,599,2020
8412,414,302,2020
2790,663,584,2020
2792,970,761,2020
2791,841,655,2020
2768,632,450,2020
8413,206,163,2020
2774,513,408,2020
2775,300,177,2020
2795,"1,874","1,274",2020
8140,620,493,2020
2779,471,377,2020
2780,481,317,2020
2781,427,292,2020
2782,635,501,2020
6448,609,538,2020
2793,"1,214",855,2020
4929,818,627,2020
2785,649,489,2020
2786,389,332,2020
2794,"2,650","1,876",2020
7543,540,447,2020
913,"2,208","1,237",2020
7986,"1,759","1,148",2020
891,287,143,2020
908,278,99,2020
895,461,357,2020
930,529,304,2020
933,438,269,2020
7199,429,284,2020
8280,328,283,2020
902,510,322,2020
6555,728,353,2020
633,537,270,2020
629,424,103,2020
661,312,197,2020
632,285,144,2020
2725,475,152,2020
2724,405,142,2020
8178,240,76,2020
2723,323,129,2020
820,508,292,2020
5205,345,207,2020
8482,221,120,2020
8031,698,510,2020
7787,522,329,2020
2320,328,160,2020
6570,277,152,2020
0,171,61,2020
8342,"1,599",893,2020
569,202,86,2020
6574,222,48,2020
5002,730,268,2020
6577,331,116,2020
7896,499,203,2020
7895,574,199,2020
7640,593,329,2020
8214,334,175,2020
8336,432,326,2020
958,667,231,2020
4918,514,225,2020
8220,492,197,2020
8219,362,147,2020
6221,97,54,2020
6222,91,58,2020
4165,250,89,2020
7098,267,141,2020
7721,"1,843",601,2020
1367,"1,721",442,2020
1365,"1,422",380,2020
5216,826,192,2020
7323,932,258,2020
34,567,80,2020
5199,531,65,2020
7669,282,36,2020
8320,473,62,2020
0,313,186,2020
8211,577,295,2020
1335,856,284,2020
1333,92,35,2020
1334,119,34,2020
1331,93,31,2020
1330,364,154,2020
50,"2,093",819,2020
6787,"1,121",549,2020
37,442,156,2020
48,806,331,2020
3434,926,398,2020
5257,440,200,2020
8450,416,220,2020
8449,570,276,2020
3430,403,186,2020
7827,466,204,2020
7386,290,65,2020
640,685,165,2020
8065,447,85,2020
7823,550,121,2020
6985,627,243,2020
0,171,91,2020
7545,743,348,2020
7021,386,172,2020
726,572,277,2020
7096,299,169,2020
4930,784,304,2020
8269,358,148,2020
4328,595,336,2020
4325,587,205,2020
1343,897,263,2020
1342,619,173,2020
1341,345,163,2020
1339,201,38,2020
1340,389,59,2020
6229,213,78,2020
7144,391,158,2020
917,392,147,2020
914,425,153,2020
7750,973,866,2020
5211,556,295,2020
4675,431,323,2020
5116,"1,965","1,034",2020
6451,439,234,2020
1006,496,285,2020
7030,589,361,2020
6896,481,192,2020
1008,620,481,2020
6788,647,297,2020
1594,351,151,2020
8434,191,11,2020
8433,111,10,2020
7987,371,185,2020
7988,340,170,2020
4188,358,157,2020
6304,867,172,2020
7068,802,168,2020
0,142,121,2020
6206,267,104,2020
7645,236,100,2020
6207,217,75,2020
7302,618,282,2020
3,610,223,2020
6921,554,243,2020
1605,765,349,2020
6808,867,418,2020
6349,169,53,2020
1597,359,134,2020
8378,475,232,2020
4802,301,56,2020
7326,323,59,2020
55,321,62,2020
62,"1,382",242,2020
4902,252,25,2020
61,633,126,2020
7327,503,94,2020
60,187,20,2020
5286,"1,375",635,2020
5063,339,92,2020
3464,530,458,2020
3436,217,134,2020
3453,380,229,2020
6722,468,430,2020
4956,"1,038",469,2020
3456,394,113,2020
6723,485,423,2020
4957,"1,881",937,2020
3458,327,266,2020
3449,454,250,2020
3459,233,36,2020
3442,276,168,2020
3465,"2,663","1,562",2020
3443,331,243,2020
3454,272,256,2020
3455,328,97,2020
3463,744,342,2020
3462,723,520,2020
3452,481,209,2020
6633,215,152,2020
6634,200,139,2020
6975,430,240,2020
5267,228,113,2020
4181,332,161,2020
649,476,332,2020
648,392,287,2020
650,308,188,2020
642,472,355,2020
1677,764,261,2020
6326,581,241,2020
7951,355,125,2020
1676,349,166,2020
7355,374,142,2020
6707,736,210,2020
8476,665,199,2020
6558,734,225,2020
6560,151,47,2020
6828,315,179,2020
5135,320,146,2020
7418,396,240,2020
2317,196,92,2020
4706,264,128,2020
2352,219,104,2020
2353,269,122,2020
1610,103,35,2020
1612,459,157,2020
1611,353,147,2020
1606,421,222,2020
1608,209,59,2020
7419,221,81,2020
4659,589,158,2020
3891,857,228,2020
5263,572,187,2020
3887,208,52,2020
6891,456,265,2020
4034,278,83,2020
7400,220,105,2020
6804,911,227,2020
6305,693,253,2020
6306,"2,200",632,2020
6307,586,203,2020
762,277,138,2020
763,302,102,2020
754,523,134,2020
755,591,93,2020
766,447,162,2020
7981,843,367,2020
4691,797,466,2020
3092,579,376,2020
7037,589,412,2020
7281,538,384,2020
768,376,111,2020
6308,465,136,2020
8383,523,182,2020
7342,247,132,2020
70,373,203,2020
69,297,183,2020
68,207,101,2020
1014,321,218,2020
7743,222,170,2020
1013,653,464,2020
8368,892,537,2020
8369,886,609,2020
8367,"1,072",673,2020
8407,790,493,2020
1027,760,534,2020
1029,"1,620",987,2020
5148,476,202,2020
2362,458,221,2020
6162,652,277,2020
5231,435,223,2020
6163,119,61,2020
2368,190,100,2020
8384,704,401,2020
4818,431,230,2020
2154,348,204,2020
0,565,0,2020
7670,181,0,2020
1030,"1,465",636,2020
7477,463,226,2020
4195,558,234,2020
4333,490,184,2020
4340,591,203,2020
4339,425,162,2020
4336,274,98,2020
6690,"1,541",692,2020
8344,"1,479",574,2020
8343,895,467,2020
1148,644,307,2020
1150,238,61,2020
1134,231,173,2020
1138,420,249,2020
1142,312,146,2020
1184,234,120,2020
6999,911,411,2020
7290,787,416,2020
7221,323,163,2020
8051,126,61,2020
6939,134,65,2020
4203,264,110,2020
7347,531,259,2020
1199,325,153,2020
5212,434,169,2020
1299,224,113,2020
1298,295,133,2020
7509,297,55,2020
1682,422,67,2020
1678,268,50,2020
1680,227,31,2020
4211,278,45,2020
4217,"1,716",417,2020
7217,867,219,2020
7216,411,87,2020
4938,232,35,2020
8397,732,205,2020
7764,369,80,2020
4937,453,167,2020
4214,268,40,2020
5303,448,254,2020
988,408,210,2020
0,355,145,2020
8278,194,5,2020
4870,400,145,2020
0,506,223,2020
2420,739,536,2020
7457,718,531,2020
5109,605,261,2020
1692,383,205,2020
1694,"1,531",595,2020
1689,460,193,2020
1691,380,292,2020
7011,539,254,2020
1683,236,149,2020
1690,316,163,2020
1686,248,159,2020
1687,185,57,2020
7010,576,298,2020
79,605,284,2020
77,384,208,2020
78,319,106,2020
7315,446,254,2020
7112,327,168,2020
8345,224,120,2020
8472,95,72,2020
2797,445,298,2020
2798,491,289,2020
6593,516,309,2020
8222,698,238,2020
7271,630,251,2020
7274,581,247,2020
5007,785,411,2020
1040,"1,845",694,2020
8200,734,348,2020
7726,154,115,2020
4683,673,204,2020
7796,664,29,2020
1044,444,16,2020
1081,787,64,2020
5133,"1,498",107,2020
7790,"1,736",196,2020
1043,"1,491",193,2020
7435,463,17,2020
4852,446,63,2020
1048,406,13,2020
7653,839,148,2020
5307,947,58,2020
7520,545,27,2020
1047,490,18,2020
1041,889,107,2020
1057,378,31,2020
7654,693,32,2020
5306,468,37,2020
1042,853,135,2020
1131,575,54,2020
7715,866,115,2020
4678,847,63,2020
1132,506,48,2020
6646,472,192,2020
1208,539,185,2020
1202,366,134,2020
1205,188,62,2020
7201,676,226,2020
5390,616,202,2020
1619,595,120,2020
1744,792,560,2020
1746,"1,494",923,2020
7820,785,207,2020
1745,"1,825",423,2020
1812,217,140,2020
7306,317,216,2020
1777,386,106,2020
6783,794,291,2020
1791,248,61,2020
1782,387,184,2020
1781,625,290,2020
1795,195,128,2020
1778,631,178,2020
1779,398,281,2020
1811,401,289,2020
1780,807,609,2020
1742,594,428,2020
5320,410,336,2020
1817,491,98,2020
2248,454,242,2020
6252,245,101,2020
7734,231,115,2020
6010,229,105,2020
7476,760,366,2020
5118,516,194,2020
0,40,10,2020
4967,931,608,2020
7720,182,82,2020
5094,446,217,2020
0,396,0,2020
8045,463,151,2020
8044,712,222,2020
8043,529,167,2020
8046,517,172,2020
6172,"1,108",414,2020
4545,"1,799",513,2020
4544,930,297,2020
4537,521,281,2020
4540,646,274,2020
4539,582,118,2020
7696,607,178,2020
5088,453,166,2020
7552,67,18,2020
8047,511,426,2020
2192,232,167,2020
8244,725,306,2020
2190,"1,104",654,2020
6615,"1,063",678,2020
2191,"2,182","1,212",2020
4825,252,116,2020
6273,409,282,2020
2208,282,166,2020
2215,242,105,2020
6274,558,372,2020
2225,125,81,2020
8375,181,105,2020
8324,198,125,2020
2209,362,132,2020
2216,250,111,2020
2196,354,301,2020
7258,598,374,2020
4715,467,244,2020
7157,348,203,2020
6706,981,286,2020
7415,772,227,2020
94,690,217,2020
7445,845,226,2020
4234,624,193,2020
4235,506,147,2020
5250,731,287,2020
3250,389,177,2020
3260,"1,372",540,2020
3257,652,268,2020
3256,376,130,2020
3252,293,139,2020
3255,348,108,2020
8258,693,624,2020
7514,72,59,2020
7539,"4,469","4,469",2020
0,823,408,2020
7292,982,271,2020
7860,822,317,2020
7293,397,120,2020
6492,861,668,2020
8020,398,346,2020
1958,313,259,2020
8303,450,321,2020
1829,273,231,2020
8302,326,274,2020
730,283,145,2020
729,457,214,2020
732,515,204,2020
1843,263,123,2020
7276,"1,006",730,2020
1849,916,635,2020
5322,291,154,2020
1847,258,206,2020
1893,284,230,2020
7575,900,310,2020
8262,418,88,2020
7727,507,319,2020
7371,354,328,2020
8094,429,385,2020
5217,378,207,2020
1475,346,134,2020
6909,340,159,2020
1480,378,130,2020
1479,440,150,2020
7374,394,242,2020
921,402,246,2020
8315,"1,057",929,2020
6236,"1,046",539,2020
5276,375,225,2020
1376,377,251,2020
8415,162,3,2020
5012,"1,314",539,2020
8416,800,394,2020
1374,365,220,2020
1375,466,242,2020
8467,397,372,2020
1370,693,435,2020
7334,348,239,2020
7767,385,196,2020
2510,385,136,2020
6289,715,272,2020
6290,997,353,2020
2506,455,198,2020
5053,368,126,2020
7628,"3,040","1,103",2020
0,"1,473",775,2020
7143,829,195,2020
5077,"1,193",314,2020
3261,178,72,2020
4711,577,133,2020
3333,"1,503",376,2020
3332,492,88,2020
3411,408,34,2020
2515,375,211,2020
8326,397,241,2020
7056,477,332,2020
5178,614,281,2020
6122,205,91,2020
7450,252,148,2020
7774,"16,419","8,038",2020
7510,"1,227","1,018",2020
3977,364,168,2020
3978,504,207,2020
5213,380,210,2020
5136,308,153,2020
2517,421,113,2020
2532,"1,280",392,2020
5113,914,404,2020
2531,647,244,2020
2522,292,144,2020
2521,454,165,2020
6268,452,160,2020
7822,786,367,2020
6267,575,278,2020
6898,580,252,2020
17,"1,154",435,2020
8224,605,306,2020
8225,314,186,2020
6132,327,141,2020
6133,316,158,2020
8226,278,144,2020
6643,515,363,2020
2097,371,185,2020
2105,990,548,2020
5228,"1,139",581,2020
5048,635,389,2020
2172,310,190,2020
4939,474,319,2020
7284,446,124,2020
777,816,270,2020
7651,800,296,2020
5203,398,198,2020
6944,291,207,2020
8087,248,149,2020
4800,"1,548",557,2020
6301,"1,213",464,2020
6302,505,119,2020
2728,558,242,2020
2729,614,206,2020
7300,416,187,2020
1998,611,389,2020
1997,417,257,2020
7793,437,317,2020
8311,395,267,2020
3868,371,189,2020
3869,357,130,2020
1088,531,64,2020
5096,"1,588",166,2020
7749,"2,013",276,2020
1086,726,65,2020
7208,467,51,2020
4680,449,47,2020
8447,913,115,2020
7657,506,46,2020
7432,616,55,2020
6453,853,78,2020
1087,361,37,2020
5308,381,62,2020
1130,698,29,2020
8469,379,39,2020
4098,514,255,2020
6595,583,276,2020
5037,348,158,2020
1632,373,169,2020
1651,353,239,2020
1654,793,387,2020
1653,404,304,2020
1650,301,158,2020
1645,311,228,2020
7194,317,159,2020
5179,449,190,2020
8446,"1,362",308,2020
2858,612,174,2020
5341,790,180,2020
7624,71,71,2020
5277,"1,151",0,2020
1701,"2,827",606,2020
6714,905,210,2020
1700,495,86,2020
5020,477,76,2020
1697,341,152,2020
1698,492,109,2020
4849,"1,367",285,2020
1696,522,71,2020
1699,452,100,2020
1695,557,140,2020
8438,951,217,2020
6238,535,253,2020
1529,486,251,2020
2868,574,170,2020
5150,574,146,2020
2869,796,190,2020
7596,481,126,2020
8132,"1,496",556,2020
6598,"1,108",421,2020
4553,"1,922",653,2020
4546,147,69,2020
4701,132,39,2020
4547,452,99,2020
4551,557,209,2020
4549,481,186,2020
4810,"1,077",246,2020
8285,655,208,2020
7544,736,192,2020
8007,589,206,2020
3424,495,156,2020
3425,636,160,2020
8201,518,205,2020
4833,505,174,2020
7627,32,0,2020
5278,"1,011",572,2020
8425,365,131,2020
511,355,156,2020
513,604,191,2020
7595,447,154,2020
6695,416,162,2020
0,353,195,2020
7058,543,132,2020
7057,659,289,2020
7162,438,180,2020
5261,"1,478",543,2020
3865,500,182,2020
3864,464,226,2020
7408,521,228,2020
7625,484,228,2020
3866,400,143,2020
4351,467,202,2020
4352,573,210,2020
6927,778,380,2020
7731,437,102,2020
4801,"1,209",264,2020
7186,463,106,2020
6678,820,184,2020
1749,467,116,2020
7775,634,352,2020
2539,904,315,2020
8228,867,344,2020
7165,468,185,2020
7786,566,223,2020
8229,377,122,2020
4558,"1,038",303,2020
8475,842,335,2020
4557,398,162,2020
7555,370,128,2020
4556,382,130,2020
1391,471,81,2020
7266,541,89,2020
1431,478,45,2020
7759,"1,729",251,2020
1387,"1,813",291,2020
7517,"1,093",143,2020
8174,855,38,2020
5011,511,97,2020
6476,629,92,2020
7516,"1,038",107,2020
8309,"1,079",100,2020
1432,413,19,2020
7265,578,24,2020
7990,592,45,2020
6621,480,40,2020
6477,609,49,2020
7550,172,160,2020
2385,310,179,2020
1541,"1,106",601,2020
6156,993,466,2020
6157,299,154,2020
1532,280,133,2020
6918,414,267,2020
6591,737,299,2020
8312,718,246,2020
7908,357,316,2020
8340,706,424,2020
8339,749,504,2020
3021,186,75,2020
3018,150,58,2020
6364,758,287,2020
3019,532,247,2020
2799,324,95,2020
2809,"2,871",767,2020
7560,880,203,2020
2808,277,108,2020
2802,396,160,2020
7559,"1,120",389,2020
2804,500,124,2020
5239,594,127,2020
4827,529,151,2020
8133,619,142,2020
5220,563,202,2020
1707,746,241,2020
1705,589,205,2020
4850,507,192,2020
7536,313,177,2020
8016,610,306,2020
7641,964,458,2020
6935,"1,319",572,2020
3204,412,269,2020
7366,927,457,2020
7642,635,331,2020
3201,384,242,2020
7411,402,216,2020
3202,341,176,2020
4822,583,176,2020
2552,426,182,2020
2500,443,138,2020
7209,452,174,2020
2554,936,306,2020
4707,508,215,2020
8137,545,228,2020
6612,585,261,2020
2740,744,281,2020
6611,293,125,2020
2735,207,69,2020
6174,491,215,2020
4559,370,177,2020
4564,674,306,2020
7439,567,258,2020
6285,328,144,2020
4563,330,172,2020
4915,594,436,2020
3482,"2,875","1,692",2020
8351,"2,024",967,2020
3477,308,88,2020
3478,289,149,2020
3473,518,210,2020
5350,647,524,2020
8058,602,161,2020
5064,432,138,2020
8391,347,189,2020
136,291,68,2020
4804,567,207,2020
144,695,251,2020
8115,201,84,2020
142,200,81,2020
139,329,158,2020
2555,180,48,2020
8190,834,290,2020
2561,516,193,2020
6862,640,202,2020
2562,"1,236",337,2020
2558,131,52,2020
2559,154,37,2020
6417,561,308,2020
6418,534,298,2020
8166,245,131,2020
2675,730,323,2020
8167,368,203,2020
8165,252,138,2020
8028,965,325,2020
2564,279,136,2020
2568,433,170,2020
8458,634,320,2020
6712,688,320,2020
6293,"1,315",562,2020
2563,324,182,2020
2570,448,218,2020
2003,454,369,2020
8419,672,590,2020
2004,403,337,2020
8417,"2,267","1,672",2020
2001,554,368,2020
2009,560,405,2020
2011,438,323,2020
2021,581,371,2020
2013,408,296,2020
2016,489,395,2020
7515,806,330,2020
2018,440,318,2020
7035,541,446,2020
8420,860,599,2020
2025,800,591,2020
5045,696,399,2020
8163,373,373,2020
7665,"1,660","1,355",2020
8216,786,734,2020
7564,504,333,2020
735,84,46,2020
7006,440,241,2020
7897,397,213,2020
7898,299,175,2020
7866,100,0,2020
8325,"1,338",932,2020
787,591,202,2020
788,"1,292",378,2020
6731,360,160,2020
786,431,163,2020
783,545,142,2020
7755,621,213,2020
6270,307,67,2020
6269,317,80,2020
7322,268,65,2020
7466,678,124,2020
6737,543,122,2020
2032,580,118,2020
6826,157,84,2020
7508,117,54,2020
2201,135,62,2020
7119,358,356,2020
5248,277,276,2020
4842,570,362,2020
7746,123,90,2020
1225,260,147,2020
1223,319,159,2020
7744,"1,852","1,119",2020
791,215,76,2020
6311,700,238,2020
5023,826,254,2020
8057,555,188,2020
7857,490,252,2020
5016,692,249,2020
6840,205,73,2020
2246,149,45,2020
6160,70,39,2020
6159,70,36,2020
6701,117,56,2020
6161,131,62,2020
6420,427,245,2020
6419,323,139,2020
6899,962,446,2020
8382,827,400,2020
7187,435,194,2020
4242,452,193,2020
5328,508,264,2020
2037,669,316,2020
5226,123,64,2020
2036,376,144,2020
2035,348,195,2020
147,942,241,2020
149,397,32,2020
156,"1,303",289,2020
6780,373,90,2020
153,399,149,2020
461,671,95,2020
4667,407,312,2020
4106,836,407,2020
4101,306,134,2020
6166,214,114,2020
5119,497,205,2020
7602,760,120,2020
4360,"1,119",175,2020
7163,590,131,2020
4354,215,34,2020
4357,601,67,2020
7666,"1,229",766,2020
8123,950,488,2020
6686,462,218,2020
2126,331,120,2020
7176,265,127,2020
8150,705,632,2020
8357,436,224,2020
8356,404,238,2020
6563,399,178,2020
591,556,87,2020
8346,446,103,2020
594,556,105,2020
592,251,96,2020
7586,"1,017",811,2020
7192,124,1,2020
6223,321,180,2020
7714,457,39,2020
6506,710,70,2020
7486,718,71,2020
1869,"1,549",174,2020
7313,"1,140",120,2020
161,284,181,2020
157,250,101,2020
167,559,248,2020
170,"1,107",473,2020
169,530,246,2020
5191,358,152,2020
165,308,118,2020
2038,401,117,2020
2040,686,187,2020
5225,657,212,2020
2039,320,92,2020
8176,361,151,2020
6271,"1,012",385,2020
10,753,366,2020
5126,360,189,2020
7592,381,163,2020
8147,179,62,2020
8161,243,149,2020
2042,562,327,2020
2043,507,267,2020
6777,482,299,2020
6952,341,167,2020
5219,376,166,2020
7639,685,508,2020
8390,575,575,2020
793,505,197,2020
794,405,210,2020
801,673,334,2020
802,"1,472",652,2020
6794,626,305,2020
8096,475,248,2020
1368,356,25,2020
7695,591,65,2020
1424,"1,367",248,2020
1422,"1,108",177,2020
6479,585,120,2020
1461,503,103,2020
6193,"1,004",543,2020
5288,389,270,2020
8405,"1,185","1,095",2020
1252,650,635,2020
1251,984,914,2020
8314,19,19,2020
4379,515,229,2020
6957,596,212,2020
4845,"1,200",360,2020
4386,655,363,2020
4380,579,112,2020
7768,493,348,2020
8430,532,381,2020
5242,675,419,2020
8429,462,338,2020
7748,691,163,2020
2202,638,244,2020
5117,765,257,2020
7427,613,213,2020
2206,983,305,2020
5282,319,317,2020
7329,551,131,2020
4373,817,321,2020
4372,624,340,2020
5166,301,135,2020
5165,297,65,2020
8428,611,354,2020
3137,617,312,2020
7062,337,123,2020
6341,240,65,2020
7468,173,52,2020
8409,5,5,2020
6125,138,138,2020
7316,45,45,2020
3145,619,191,2020
8202,435,119,2020
6844,774,291,2020
8154,174,126,2020
5038,434,167,2020
6330,236,60,2020
6331,234,86,2020
808,676,299,2020
7447,486,259,2020
809,332,122,2020
7992,509,274,2020
175,442,53,2020
5190,964,121,2020
179,629,93,2020
178,306,28,2020
176,353,54,2020
2891,940,487,2020
7007,381,261,2020
8199,270,133,2020
2888,290,188,2020
8479,145,93,2020
4565,279,170,2020
4570,625,380,2020
4571,547,283,2020
4566,290,215,2020
4568,236,108,2020
7511,564,316,2020
2047,269,100,2020
2048,312,134,2020
7948,649,208,2020
2046,320,132,2020
5227,451,187,2020
7195,134,47,2020
8316,113,35,2020
8268,734,663,2020
8264,717,659,2020
8376,268,241,2020
8265,351,328,2020
1766,514,480,2020
6333,"1,094",935,2020
7902,369,246,2020
8266,114,101,2020
7901,363,296,2020
8267,555,473,2020
7623,782,706,2020
7667,461,408,2020
5079,400,185,2020
8483,464,180,2020
3271,406,126,2020
3272,"1,414",402,2020
6639,"1,064",318,2020
3270,572,87,2020
1871,624,68,2020
1876,630,54,2020
1877,508,48,2020
1878,"1,573",224,2020
1879,"1,943",332,2020
1874,587,84,2020
1875,696,118,2020
5151,759,439,2020
7937,420,291,2020
7661,703,199,2020
6718,866,499,2020
8333,502,374,2020
7348,"3,600","1,827",2020
7936,815,557,2020
6930,"1,076",790,2020
8334,984,701,2020
8245,789,361,2020
7340,883,257,2020
7569,868,613,2020
4389,460,152,2020
7268,387,126,2020
4404,"1,751",433,2020
4394,414,80,2020
5359,526,201,2020
7269,466,101,2020
4399,482,195,2020
7270,428,150,2020
4400,399,100,2020
5236,516,145,2020
5055,592,247,2020
2574,473,221,2020
2577,523,209,2020
2578,"2,159",700,2020
6294,456,134,2020
7421,519,169,2020
7442,548,146,2020
2576,583,263,2020
2575,448,177,2020
3146,594,264,2020
8069,323,134,2020
3150,828,285,2020
3147,290,140,2020
182,200,123,2020
191,608,334,2020
7202,717,388,2020
5153,726,321,2020
7097,438,195,2020
7381,517,184,2020
6195,625,218,2020
927,810,275,2020
5207,798,278,2020
6797,391,184,2020
2331,425,186,2020
672,367,106,2020
674,629,233,2020
675,622,212,2020
671,253,115,2020
7280,219,74,2020
8209,297,89,2020
5333,421,200,2020
2305,515,215,2020
7525,317,138,2020
7620,427,242,2020
6606,322,167,2020
7542,602,456,2020
7683,809,412,2020
8361,694,495,2020
2314,417,207,2020
4964,345,148,2020
2321,201,99,2020
2322,194,71,2020
2324,653,285,2020
2325,899,402,2020
7032,497,231,2020
7765,258,35,2020
8371,533,459,2020
7557,262,177,2020
8394,"3,911","1,720",2020
1881,589,328,2020
1885,"1,074",512,2020
7643,211,98,2020
1883,538,270,2020
6508,537,268,2020
4847,322,199,2020
0,269,163,2020
2052,603,414,2020
4817,569,359,2020
6127,206,93,2020
6126,212,79,2020
8421,427,254,2020
8024,542,355,2020
5180,402,323,2020
7029,428,232,2020
2280,345,177,2020
3276,392,57,2020
8049,332,51,2020
3031,161,68,2020
5243,561,284,2020
3034,578,218,2020
3033,463,201,2020
5060,175,75,2020
1307,578,281,2020
6965,618,282,2020
7785,622,321,2020
8149,867,744,2020
5326,290,159,2020
6218,266,119,2020
8452,386,179,2020
2394,446,188,2020
8451,632,313,2020
6255,558,277,2020
7220,378,211,2020
5230,309,160,2020
2308,417,191,2020
8358,530,476,2020
8431,396,311,2020
7776,860,712,2020
8477,864,692,2020
5244,464,290,2020
5245,379,174,2020
3100,225,129,2020
1153,417,186,2020
1154,655,277,2020
7396,224,114,2020
8172,425,217,2020
1401,539,254,2020
6482,"1,387",531,2020
6834,911,392,2020
8171,269,112,2020
1400,481,180,2020
7979,647,549,2020
7067,478,225,2020
7795,115,79,2020
6241,119,86,2020
7589,"1,152",559,2020
7590,"1,038",598,2020
4917,162,98,2020
1570,303,160,2020
6242,156,102,2020
6245,457,325,2020
1588,198,87,2020
7506,125,91,2020
7461,349,110,2020
203,215,38,2020
5112,607,251,2020
7462,421,181,2020
204,302,154,2020
6694,408,191,2020
1486,475,174,2020
7191,422,310,2020
4431,"1,134",491,2020
7189,580,428,2020
7190,526,186,2020
4516,274,112,2020
8277,525,274,2020
810,206,62,2020
6315,306,86,2020
816,451,129,2020
6316,378,125,2020
7538,224,224,2020
7565,686,135,2020
4524,498,202,2020
4528,468,204,2020
2924,821,296,2020
7060,267,117,2020
2922,378,108,2020
2920,196,89,2020
7146,260,136,2020
6403,407,131,2020
6404,695,254,2020
8481,546,249,2020
3154,353,164,2020
2606,602,129,2020
7939,560,144,2020
2607,972,224,2020
